W,value__ar_coefficient__coeff_6__k_10,value__autocorrelation__lag_0,value__c3__lag_3,"value__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_63","value__fft_coefficient__attr_""angle""__coeff_67","value__fft_coefficient__attr_""angle""__coeff_68","value__fft_coefficient__attr_""angle""__coeff_74","value__fft_coefficient__attr_""angle""__coeff_77","value__fft_coefficient__attr_""angle""__coeff_78","value__fft_coefficient__attr_""imag""__coeff_12","value__fft_coefficient__attr_""imag""__coeff_25","value__fft_coefficient__attr_""imag""__coeff_33","value__fft_coefficient__attr_""imag""__coeff_63","value__fft_coefficient__attr_""imag""__coeff_71","value__fft_coefficient__attr_""imag""__coeff_8",value__median,Class
65,1.9715391574461576,0.9999999403953552,6.452896883502035e-08,-0.000498479232192,-4.774665355682373,-9.000858306884766,-3.145423889160156,-4.019691467285156,10.803668022155762,6.822191715240479,0.0009350134641863,0.0029681054875254,0.0017549239564687,-0.0004670619964599,-0.0024009775370359,0.000623142987024,0.0,0
58,1.978464103905216,1.0,1.2516014002983413e-08,-0.0004377699224278,-35.45466995239258,30.9631576538086,171.27410888671875,-59.91098403930664,55.50324630737305,17.827341079711914,-0.0026727644726634,-0.0015264205867424,0.0003898317809216,-0.0020055312197655,-0.0002555581741034,-0.0005374031024985,-3.0517578125e-05,1
59,1.1095413402727727,1.0,6.218870307606039e-09,-0.0004399678146,-161.70040893554688,-98.45721435546876,53.46197891235352,-134.61590576171875,-140.27847290039062,32.99844741821289,0.0033874658402055,-0.0002967131440527,0.0011636343551799,-0.0009676669724285,-0.0031128139235079,0.0023807524703443,0.0,0
57,2.018722658302322,1.0,3.422445615797187e-08,-0.0005285769002512,-128.434814453125,68.09934997558594,141.4482421875,171.76712036132812,-161.47598266601562,-147.98960876464844,0.003196335863322,-0.0007076872279867,-0.0002513691724743,-0.0025751651264727,-0.0005946816527284,-0.0005382684175856,-3.0517578125e-05,0
68,2.0782077470238858,1.0,6.069238907002728e-07,0.0008745676022954,10.025382041931152,-8.515963554382324,-16.16352081298828,-2.6861395835876465,4.04062032699585,7.015076637268066,-0.002554872771725,-0.0003199811326339,-0.0006750798784196,0.0015928994398564,0.002577579813078,-0.0003528490196913,-3.0517578125e-05,1
64,0.6298906190898279,1.0,8.264459672169264e-10,-0.000128379673697,49.10257339477539,-2.201846122741699,-8.79749584197998,-41.55507659912109,-34.08086013793945,1.617886304855347,-0.0028044406790286,-6.041549568180926e-05,0.0009339816169813,0.0015508970245718,-0.0001691110519459,0.0030822902917861,-3.0517578125e-05,0
56,1.6439697500355572,1.0,9.444145376846792e-08,-0.0037006381899118,13.476353645324709,13.657278060913086,17.925329208374023,-2.422159433364868,9.366602897644045,-7.761574268341064,-0.0003168999392073,-0.0011764095397666,-0.0003033513494301,0.0023792022839188,-0.0026420515496283,0.0007465071394108,0.0,0
65,1.8366769176589224,1.0,5.122333490703569e-08,0.000589937204495,176.74322509765625,171.69522094726562,-158.09271240234375,163.31723022460938,-167.6030731201172,99.95174407958984,0.0023948163725435,0.0003696339845191,0.0002005865098908,3.479788210825063e-05,-0.0005930688348598,0.0012773224152624,-3.0517578125e-05,1
54,1.474958243082734,1.0000001192092896,1.974986396646728e-08,-0.0017458410002291,34.659889221191406,24.36155128479004,50.3049430847168,39.52006912231445,33.86763000488281,23.99885940551757,-0.0004931705188937,0.0012983308406546,0.0035224996972829,0.0021101031452417,0.001449269359,0.0017795130843296,-3.0517578125e-05,1
43,1.465129846164034,1.0,1.5306524936420372e-09,-0.0006490543601103,177.53945922851562,174.43519592285156,172.18287658691406,172.37254333496094,-179.5392303466797,-172.84146118164062,0.0006591691635549,-0.0012442930601537,0.001103198621422,0.0009731304598972,0.0013845263747498,-0.0034065665677189,-3.0517578125e-05,1
56,1.194812469938746,1.0,6.545163855342651e-10,-0.0006187233957462,-1.9131287336349487,-1.73974871635437,6.396175384521484,-3.1576836109161377,6.750644207000732,-4.886632919311523,6.358847895171493e-05,-0.0017263640183955,0.002980297897011,-0.0005359416827559,-0.0030459023546427,-0.0018769544549286,-3.0517578125e-05,0
79,1.7352028216249793,1.0000001192092896,1.1963741108900194e-08,0.0041181039996445,7.919981002807617,-4.831752300262451,-8.76129150390625,0.42483651638031,-6.208077907562256,-4.164825916290283,0.001566867227666,0.0012388613540679,0.0012080294545739,0.0016646896256133,-0.0033691152930259,-0.002198458649218,-3.0517578125e-05,1
86,0.6590529835127255,1.0,-3.2821226292334416e-10,-0.0001537806820124,-65.38721466064453,-163.83511352539062,-39.985313415527344,95.94275665283205,-37.05995178222656,121.12406158447266,0.0008280570618808,-0.0014471360482275,-0.0010082286316901,-0.0017862981185317,0.0026516222860664,0.0006409810739569,0.0,0
67,1.0026105341236928,1.0,1.9247065052852008e-10,-3.9571692468598485e-05,-24.71894264221192,-50.33476638793945,-137.79310607910156,-14.0192289352417,-110.7871551513672,11.213922500610352,-0.000645462423563,-0.0025153623428195,0.0010265115415677,-0.0015426917234435,0.002148054074496,-0.0017795362509787,-3.0517578125e-05,1
84,1.5917713321722724,1.0,3.4636940426935325e-08,-0.0002349102287553,-4.008238315582275,11.594037055969238,3.2235474586486816,4.814538478851318,-12.763680458068848,-31.215471267700195,-0.0004117502248845,0.0019739994313567,-0.0018486168701201,-0.0004291873192414,-9.796753874979912e-05,-0.0016785943880677,0.0,0
55,1.858573483377324,1.0,1.828741780229848e-08,-0.0002755838504526,95.86478424072266,-105.43342590332033,-26.81903648376465,-69.50078582763672,24.43999481201172,111.04380798339844,-0.0003496196586638,-0.0013661246048286,-0.0012619232293218,0.0025308858603239,0.0006041942397132,-3.938950612791814e-05,-3.0517578125e-05,1
64,2.337487066372131,1.0,4.0187398298030537e-08,-0.0004155396018177,171.66416931152344,-159.6526336669922,-160.619873046875,172.6290283203125,-161.81307983398438,-162.29527282714844,0.0007629485335201,-0.0023056978825479,-0.0009954277193173,0.0012760401004925,0.000675372313708,-0.0007565876585431,-3.0517578125e-05,1
80,2.0439441588271787,1.0,8.399570816663982e-09,-0.0102995559573173,174.16468811035156,-164.53500366210938,176.8195037841797,-169.37989807128906,178.05845642089844,-173.66552734375,-0.0004313645476941,0.0028899072203785,-0.0012778957607224,0.0006331937620416,-0.0007985664415173,5.117059845360927e-05,0.0,0
69,2.0841849420181644,1.0,1.905521571643476e-07,-0.0003912325773853,-97.34571838378906,40.38424682617188,39.789188385009766,-157.96241760253906,53.70991516113281,34.321285247802734,-0.000729507941287,-0.0019694117363542,0.0008956926176324,-0.0012438166886568,-0.0004809884121641,-0.0016705705784261,-3.0517578125e-05,0
66,1.6763399157178307,1.0,8.814297736137178e-09,-0.0004756232374347,-173.7877655029297,133.87380981445312,-170.5021209716797,155.32371520996094,133.4315643310547,158.70628356933594,0.002014331985265,0.0029762489721179,0.0031400301959365,-0.0005368568236008,0.0003759002138394,0.0014588627964258,-3.0517578125e-05,1
45,0.0846392491289596,1.0,3.3693304146709124e-08,-0.001122155226767,-168.53976440429688,-165.2479248046875,-134.54945373535156,144.6906280517578,-171.11563110351562,151.4895782470703,0.0022852695547044,-0.0007581021054647,-0.0024905495811253,-0.0009582854108884,0.0012740341480821,-0.0013464224757626,-3.0517578125e-05,0
72,1.2400825656212204,1.0,2.6767381644532406e-09,0.0020970618352293,-15.127668380737305,8.294026374816895,13.233699798583984,64.91841125488281,-15.222408294677734,-38.38864517211914,7.887207402745844e-07,0.0017683014739304,0.0029753630515187,-0.0016481333877891,0.0011027812724933,-0.002651878632605,-3.0517578125e-05,1
68,1.8976444765902312,1.0,9.691975000336583e-10,-0.0166163351386785,179.05990600585938,-178.76295471191406,174.11497497558594,-177.35743713378906,174.01763916015625,173.31124877929688,0.001495070871897,0.0003231113951187,-0.0035854689776897,0.000365557934856,0.0011243938934057,-0.0001405470393365,-3.0517578125e-05,0
60,2.523876317214507,1.0,4.952021370741022e-08,-0.0019054183503612,10.364590644836426,-2.845288276672364,20.375268936157227,0.2715944051742553,-2.881293296813965,11.08820629119873,-0.0007094633183442,-0.0030466213356703,-0.0017791561549529,0.0014732312411069,-0.0017047353321686,0.0001892637810669,0.0,0
52,2.0921544392520546,1.0,-4.3997486209867986e-10,0.0058801104314625,-179.8936004638672,178.26585388183594,170.76832580566406,-177.6034393310547,178.4864501953125,-175.27035522460938,-0.0004004168149549,-0.0023904591798782,0.0005000698729418,-3.546194056980312e-05,0.0001459481572965,0.0018940988229587,0.0,0
72,1.7264521257210386,1.0,-4.920902352267831e-09,-0.0007191724143922,175.30484008789062,155.8980255126953,-161.65721130371094,179.5263671875,166.50653076171875,-173.10983276367188,-0.0016778128920122,-8.681194594828412e-05,0.0015991184627637,0.0006717919604852,0.0003490302769932,-0.0009720082744024,-3.0517578125e-05,1
62,1.4772805038220018,1.0,6.201283042628347e-09,0.001264301710762,137.2320098876953,-131.1407470703125,7.545453548431396,-137.2308349609375,78.6149673461914,137.48745727539062,-0.0001850656699389,0.0031444684136658,0.0005771119031123,0.0017933514900505,-0.0006755153299309,-0.0018201483180746,-3.0517578125e-05,0
58,1.9544163168190647,1.0,-7.126190193496027e-10,-0.0014587071491405,7.517950057983398,-23.758501052856445,-98.50677490234376,-29.20965576171875,-130.63446044921875,85.13201904296875,0.0006238503265194,0.0019049361580982,0.0011728367535397,0.0003616198955569,-0.0014998456463217,-0.0026153377257287,-3.0517578125e-05,1
68,1.472504184225947,1.0,1.1046352277332971e-08,0.0007330608204938,-4.338994979858398,5.736269474029541,-4.731855869293213,0.8603445291519165,6.428143501281738,0.7104006409645081,-0.0005112341605126,0.0025545055978,0.0006593168363906,-0.0012932412791997,-0.0019367694621905,-0.0009731149766594,-3.0517578125e-05,0
56,1.1130444117766436,1.0,6.861902157595523e-09,0.0006582918576896,-158.74172973632812,-178.9789276123047,177.17620849609375,174.59934997558594,177.38931274414062,174.50865173339844,-0.0001984757982427,-0.0002722372591961,0.0012112811673432,-0.0029868842102587,-0.0007422439521178,-0.0008619762375019,0.0,0
91,1.150340351387533,1.0,2.005428001439213e-08,0.0017141776625066,10.626547813415527,164.36074829101562,-70.63965606689453,44.66615676879883,-37.97566604614258,-52.78143310546875,0.0034984783269464,0.0017507240409031,-0.0012981442268937,0.0005051124026067,0.0046474146656692,-0.000795955187641,-3.0517578125e-05,1
51,0.4298864999503584,1.0,-7.658490508433147e-10,-3.380424095666967e-05,178.16188049316406,-174.49429321289062,-179.27096557617188,-173.87533569335938,179.33172607421875,175.5372772216797,0.0007742618909105,0.0011363413650542,8.719002653378993e-05,0.0006402003928087,0.0014071412151679,-0.0015537972794845,-3.0517578125e-05,0
60,0.8184538717454616,1.0,1.2702767726580078e-08,-0.0006721184472553,4.154144287109375,8.494668006896973,-9.639609336853027,2.7695295810699463,-5.088520050048828,-1.103095769882202,0.0034588898997753,0.0035454344470053,-0.0001846405502874,0.0011884602718055,0.005057961679995,0.0010187954176217,0.0,0
71,2.52162541123702,1.0,-1.32428228383219e-08,0.0008627064526081,2.421564817428589,-11.954522132873535,8.755635261535645,5.056005001068115,-5.373979568481445,7.780825138092041,-0.001042069401592,0.0001009960251394,-0.0001587809965712,0.00063853507163,0.0008963286527432,-0.0013186252908781,0.0,1
62,0.9258858903718634,1.0,2.011422833847476e-10,-0.0005775116151198,-6.698840141296387,-17.215490341186523,-22.96627426147461,21.68339157104492,-5.156289100646973,-43.15790939331055,0.0012702461099252,-0.0014702446060255,0.0028291901107877,-0.0004450573178473,0.0005385307013057,0.0030841038096696,-3.0517578125e-05,0
60,1.7398880741018623,1.0,5.508185019209577e-09,-0.0014041758840903,-47.922149658203125,33.009910583496094,5.220244407653809,23.08987045288086,17.949552536010742,-11.010894775390623,0.0018512509996071,-0.0004923468222841,0.0033360801171511,-0.0032010255381464,-0.0025061508640646,0.0012917532585561,0.0,0
55,2.90772750856228,1.0,3.414667730794463e-07,-0.0018712251912802,179.7777557373047,-177.49244689941406,-175.66598510742188,-179.79904174804688,-177.63800048828125,-175.77780151367188,0.0017606014152988,0.0021952632814645,-0.001765371998772,0.000221468246309,0.0003629534039646,-0.0003637112968135,0.0,1
62,2.3378137869352487,1.0,2.516824793019623e-07,-0.0017789049306884,178.97718811035156,179.1732635498047,-179.97906494140625,-179.15484619140625,-176.23431396484375,176.37408447265625,0.0005726043600589,-3.5932248465542216e-06,0.0007812303956598,0.0003493600524961,-0.0001393516286043,0.003236413700506,-3.0517578125e-05,1
55,1.7541534947318014,1.0,4.6071146897475054e-09,0.002855593105778,14.967016220092772,11.014472007751465,2.781169176101685,5.769525527954102,9.783114433288574,-3.447872877120972,-0.0029806895181536,0.0008037946536205,0.0004042664368171,0.0037777186371386,-0.0004616992373485,8.28519623610191e-05,0.0,1
65,2.061822346593031,0.9999999403953552,4.528315944440919e-09,0.0007480721687898,-162.5215301513672,-176.80270385742188,-174.16973876953125,-172.8728485107422,170.2801055908203,174.19007873535156,-0.0001032787549775,0.0006589107797481,4.720952711068094e-05,-0.0035437105689197,-0.0010833871783688,-0.0009597513126209,0.0,0
60,2.054670075516643,1.0,4.215413440533666e-08,0.0003468231298029,-178.53866577148438,-169.84654235839844,173.2443084716797,148.4027862548828,-155.88035583496094,168.61843872070312,4.05550017603673e-05,-0.0024150586687028,0.0008168368367478,-0.0001140665408456,0.0038498770445585,-0.0002562536683399,-3.0517578125e-05,0
85,2.299367513394289,1.0,3.563760628821911e-07,0.0021676493342965,-132.70281982421875,-159.96287536621094,-165.0957489013672,143.48817443847656,64.6269302368164,-177.37940979003906,-0.0017988603794947,-0.001625201315619,0.0028678895905613,-0.0020117093808948,0.00162395730149,-0.0025111911818385,-3.0517578125e-05,1
87,1.7251122005420554,1.0,3.032526763036003e-07,-0.0007782562170177,5.319714069366455,10.01853370666504,11.824113845825195,19.46681022644043,13.024373054504396,12.801107406616213,-0.0001500638900324,0.0014686902286484,0.0014905699063092,0.0015717357164248,0.0013936648610979,-0.0014174773823469,-3.0517578125e-05,1
58,2.1134268667776186,1.0,-2.1410536987787054e-07,0.0047093569301068,-173.44479370117188,-174.96778869628906,-179.98997497558594,163.28286743164062,-177.97544860839844,-176.8916778564453,0.0006479062722064,0.0005365558317862,0.0002722762583289,-0.000902040686924,0.0015865591121837,-7.223639386211289e-06,-3.0517578125e-05,1
70,2.191618644214562,1.0,3.608828791357155e-09,0.0041188141331076,0.5827988982200623,2.324147701263428,-1.84505307674408,2.050114631652832,2.0805413722991943,-1.824675440788269,-0.0039865253493189,-0.0003199044731445,0.0006792979547753,0.0005891908076591,6.190878775669262e-05,0.0025380325969308,0.0,1
95,1.888530527984,1.0,2.2173997749064256e-08,0.0161220449954271,1.050750732421875,0.4842000007629394,0.6973000764846802,0.3233789503574371,0.5318199396133423,1.15417742729187,0.0017490545287728,-0.0023175997193902,0.003965001553297,0.002578905550763,-0.0003310016763862,0.0002763958473224,0.0,1
89,1.5397896503834785,1.0,3.394686132196512e-08,-0.001441003405489,179.60943603515625,173.7296905517578,-178.21507263183594,-178.59324645996094,-177.32763671875,176.9348602294922,-0.0007735517574474,-0.004337812308222,0.000228199569392,0.000190928360098,-0.001025520148687,-0.0004159221134614,0.0,1
77,1.827417194725382,1.0,1.5556032906260953e-08,0.0014810903230682,6.126742839813232,9.43338394165039,-29.40485572814941,70.04859924316406,12.876213073730469,12.553422927856444,0.0006426741601899,-0.0016811669338494,6.114391453593271e-06,0.0004969630390405,-0.0012685785768553,0.001060446142219,0.0,1
52,2.224199237269052,1.0,8.178444232953552e-08,-0.001409615855664,46.54383087158203,112.60865783691406,148.16439819335938,51.468204498291016,-176.19642639160156,134.39524841308594,0.0020578003022819,-0.0041236700490117,0.0021887877956032,0.0015515023842453,7.861707854317501e-05,0.0022071150597184,0.0,1
82,1.6529794218849745,1.0,1.864842857912663e-08,-0.0024022341240197,175.97552490234375,167.2472686767578,-173.9856719970703,177.12977600097656,-178.79994201660156,-164.90753173828125,-0.0009144557989202,-0.000221389112994,0.0008661321480758,0.0004550457815639,-0.0006181707722134,-0.0003864600439555,-3.0517578125e-05,1
57,1.853684971702467,1.0,-4.7404746794654784e-08,-0.0016872526612132,-26.31464576721192,74.01472473144531,112.57022094726562,-159.5824432373047,117.906494140625,-16.523019790649414,-0.0019890847615897,0.0014236443676054,0.0004620975814759,-0.000730303407181,-0.0012770072789862,-0.0001694944221526,0.0,0
50,2.1162242419083714,1.0,-1.4633791955986908e-08,0.0001365439384244,-178.6501922607422,179.0054473876953,-178.42404174804688,-177.83856201171875,-179.33062744140625,179.49063110351562,-0.001007504062727,-0.0002352996671106,-0.0047886576503515,-0.0011954662622883,-0.0027668473776429,1.376718773826724e-05,0.0,0
58,2.1918071319847487,1.0,-4.326006219912416e-08,7.154188642743975e-05,30.30265045166016,1.446465015411377,10.327251434326172,-6.414703845977783,42.69371795654297,0.5939230918884277,-0.0018101815367117,-0.0009395404485985,-0.0007954549510031,0.0024294378235936,-0.0002958596451207,-0.0012301178649067,0.0,1
71,1.3875117059805573,1.0,-2.229771256523349e-09,0.001502079074271,-20.350210189819336,-28.457767486572266,15.33602523803711,-9.54853630065918,21.036359786987305,10.827554702758787,0.00194950948935,0.0020191660150885,-0.0017866173293441,-0.0020343828946352,-0.0009549239766784,-0.003566185478121,-3.0517578125e-05,1
68,2.2584389016888617,1.0,1.2810120608719444e-07,0.0012646425748243,-176.82273864746094,138.4387664794922,174.84230041503906,153.40432739257812,-165.25784301757812,-168.79437255859375,0.0002209434023825,-0.0022404037881642,-0.0011863291729241,-0.0002643982879817,0.0014967293245717,-0.0022467500530183,-3.0517578125e-05,1
50,2.025251217290551,1.0,-4.8109924932759895e-08,-0.0014965995214879,-166.7944793701172,-167.34500122070312,162.8991241455078,-173.5052490234375,-172.36021423339844,174.6792449951172,-0.0035659917630255,-0.0009551948169246,0.0009785466827452,-0.0018944693729281,0.0017587263137102,0.0021887107286602,0.0,0
55,2.239226285870359,1.0,-3.12726427864618e-07,-0.0009713162435218,7.127966403961182,0.6968207955360413,-5.9615349769592285,-4.217543601989746,1.9879692792892456,-4.934048652648926,-0.0022861752659082,0.0011703411582857,0.0019839399028569,0.0033553980756551,0.0019216189393773,0.0016113144811242,0.0,0
56,1.4084902812959517,1.0,-9.068899409214737e-09,-3.5766541259363294e-05,-159.4925079345703,128.6429443359375,-157.0699462890625,-154.4219512939453,-173.51248168945312,179.76048278808594,0.0013631281908601,0.0007765848422423,0.0007532720337621,-0.0020372143480926,-0.0006516719586215,0.0005703698843717,0.0,0
82,1.5476071469734478,1.0,-6.868488888756019e-09,-0.002042937092483,175.232421875,178.90869140625,-179.8465576171875,172.7083282470703,170.2103271484375,-176.56280517578125,-5.769540803157725e-05,0.0009347171871922,0.0007292974623851,0.0011544860899448,0.0012509933440014,0.0008100552367977,0.0,1
53,0.8041527929941422,1.0,-7.937138946090272e-09,0.0007885989616625,-143.16758728027344,106.75753021240234,148.1785430908203,119.28160858154295,151.02481079101562,98.46859741210938,0.0022838758304715,9.438581764698029e-05,-0.0016259961994364,-0.0023856139741837,0.0002314158482477,-0.0022727211471647,-3.0517578125e-05,0
87,0.0493502298013022,1.0,1.0407182315930188e-07,-0.0027817308437079,-145.736328125,-144.29632568359375,20.869325637817383,-23.127574920654297,-60.67032241821289,-32.4598274230957,0.0001624095748411,-0.0012166427914053,-0.0004186399164609,-0.0019768129568547,0.00048536164104,-4.853816062677652e-05,-3.0517578125e-05,0
75,1.7536402902455663,1.0,7.079811581434114e-08,-9.8883974715136e-05,10.603896141052246,12.317253112792969,10.12493896484375,1.951314806938172,7.157490253448486,-2.622666835784912,-0.0021223598159849,-0.0006912849494256,-0.0031067668460309,0.0026123258285224,0.0008018795633688,-0.0015403954312205,-3.0517578125e-05,1
64,2.330895145415433,1.0,1.9426607877903734e-07,-0.0026304495986551,176.5135040283203,178.3092498779297,-179.5219268798828,-179.29013061523438,-178.3626708984375,-179.203857421875,-0.0005380990915,0.0003905007324647,0.0032166962046176,0.0019740564748644,0.0010171089088544,0.0011998056434094,-3.0517578125e-05,1
104,2.297290427996446,1.0,8.658443562126197e-08,-0.0002117893891409,36.41703796386719,12.130364418029783,8.785881042480469,20.31426239013672,-16.834259033203125,-11.933775901794434,0.0006714792107231,-0.0013850374380126,-0.0007594126509502,0.0024347512517124,0.0006924339104443,-0.0011479628738015,-3.0517578125e-05,1
60,2.041089160307218,1.0,3.5593668457067906e-08,0.0024473450612276,-8.957867622375488,4.39454984664917,6.809398174285889,-6.244679927825928,-8.942001342773438,6.914949417114258,-0.0002917492820415,-0.0015159394824877,-0.000802980735898,-0.0032214154489338,0.0035365393850952,-0.0024759923107922,-3.0517578125e-05,1
47,2.2288420354767813,1.0,-5.241151868062843e-08,0.0077730482444167,-0.1103771179914474,-1.0137481689453125,1.5664945840835571,0.261430948972702,0.5641089081764221,-0.845315158367157,0.0010636677034199,0.0018314529443159,-0.0022404065821319,-0.0001590170868439,-0.0027971726376563,-0.0013341698795557,-3.0517578125e-05,0
57,-1.2990862576470985,1.0,-7.913847355212056e-09,-0.0107655487954616,176.63619995117188,175.53517150878906,173.80421447753906,173.46644592285156,175.25534057617188,175.581787109375,0.0020630769431591,0.00072975049261,4.2456507799215615e-05,0.0029675099067389,0.001610621693544,0.0004876556340605,3.0517578125e-05,0
84,1.1931392305877455,1.0,-3.93308681623239e-07,4.8017773224273697e-05,172.02243041992188,-161.69210815429688,-168.0036163330078,-171.42369079589844,-179.05282592773438,-165.82603454589844,-0.0012900031870231,-0.0006044979672878,-0.0005206719506531,0.0011105149751529,-0.0001954869221663,-0.0003953096165787,-3.0517578125e-05,1
60,-6.931015945228014,1.0,-9.543818890733746e-08,-0.0017343279905617,-177.52142333984375,177.88014221191406,179.74269104003906,177.01466369628906,179.2023162841797,-178.91934204101562,-0.0001774994307197,-0.0011292701819911,-0.0015491355443373,-0.0029527752194553,-3.967926386394538e-05,-0.000864052271936,-3.0517578125e-05,0
74,2.1953433791620625,1.0,2.3528256676286225e-08,0.0062877028249204,-0.6049685478210449,-1.945297718048096,-0.5435277819633484,-3.991111278533936,-2.6279664039611816,-0.8662481904029846,-8.105856250040233e-05,0.0010284822201356,0.0011465976713225,-0.0004251020727679,-0.0009034062968567,-0.0035305840428918,0.0,1
75,0.4877073673976923,1.0,2.2936684729302215e-07,0.002926290500909,174.49986267089844,179.732177734375,173.09823608398438,-172.128662109375,177.43788146972656,-166.9526824951172,0.0005729221738874,0.0019403528422117,-0.0015417633112519,0.0011372672161087,-0.0031147631816565,-0.0016467814566567,-3.0517578125e-05,0
79,1.4268903076551605,1.0,-9.105742826420735e-10,0.0043765236623585,-0.1139668151736259,-0.2884414196014404,0.6416184902191162,0.6291108727455139,1.20286762714386,0.7763381004333496,0.0016370565863326,-0.0010688334004953,-0.0010669947369024,-0.000153744011186,3.3250853448407724e-05,-0.003861088771373,0.0,1
82,1.883185680616336,1.0,2.885285255160852e-07,0.0010233029024675,-45.54524230957031,-9.602950096130373,20.68934631347656,10.39194679260254,4.893126010894775,25.65372467041016,-0.0016693249344825,-0.0026592977810651,-0.0014745279913768,-0.0027377719525247,-0.0012072451645508,0.002134007634595,0.0,1
50,2.2517623294911124,1.0,-2.8946558927600563e-08,-0.0016359200235456,160.04486083984375,-169.30392456054688,155.7279510498047,153.44639587402344,168.58236694335938,-170.88638305664062,0.0012218679767102,0.000323299143929,0.0020746521186083,0.0025600625667721,-6.463643330789637e-06,0.0035488945432007,0.0,0
70,1.2173223206749295,1.0,1.986585562718801e-09,0.0028726027812808,34.24661636352539,18.252073287963867,23.164649963378903,13.763978958129885,-81.19596862792969,40.73622512817383,-0.0001075371692422,-0.0039565358310937,0.0008548513869754,0.0022197298239916,0.0003510262467898,0.0003596109745558,-3.0517578125e-05,1
60,1.3893112435337702,1.0,1.3131721265935423e-09,0.0006188376573845,89.12041473388672,-170.77012634277344,134.64540100097656,-118.86907196044922,53.30546951293945,107.39531707763672,0.0022280388511717,0.0008848270517773,-0.0008923728601075,0.0019824090413749,7.83372379373759e-05,-0.0019711889326572,-3.0517578125e-05,0
80,2.0744149647583137,1.0,-3.08939917204043e-07,-0.0071667027659714,1.815402030944824,-17.78209686279297,-6.333032131195068,18.785436630249023,-3.0883750915527344,3.5227255821228027,-0.0001157346268882,0.0011575573589652,-0.0026901219971477,0.0003970744728576,0.0009525083005428,0.0012261079391464,-3.0517578125e-05,0
43,2.4141908316457363,1.0,-9.936514722141965e-09,0.0042967139743268,-3.033557891845703,-0.9540042281150818,-2.978801012039185,0.6152835488319397,-1.2886593341827393,5.010876655578613,0.0023162092547863,0.0013122380478307,-0.0030697789043188,-0.0018029446946457,-0.0003073723055422,0.002428212435916,3.0517578125e-05,0
